protein_pair	probability	status
sp|P0A9T0|SERA_ECOLI-sp|P0A9T0|SERA_ECOLI	1.00	target_target
sp|P0A9P0|DLDH_ECOLI-sp|P0A9P0|DLDH_ECOLI	1.00	target_target
sp|P11071|ACEK_ECOLI-sp|P11071|ACEK_ECOLI	1.00	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P0A6B7|ISCS_ECOLI	1.00	target_target
sp|P0A6M8|EFG_ECOLI-sp|P0A6M8|EFG_ECOLI	1.00	target_target
sp|P0ABU0|MENB_ECOLI-sp|P0ABU0|MENB_ECOLI	1.00	target_target
sp|P0A9M8|PTA_ECOLI-sp|P0A9M8|PTA_ECOLI	1.00	target_target
sp|P60422|RL2_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P76403|YEGQ_ECOLI-sp|P76403|YEGQ_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0A6Y8|DNAK_ECOLI	1.00	target_target
sp|P0AFG6|ODO2_ECOLI-sp|P0AFG6|ODO2_ECOLI	1.00	target_target
sp|P33570|TKT2_ECOLI-sp|P33570|TKT2_ECOLI	1.00	target_target
sp|P15288|PEPD_ECOLI-sp|P15288|PEPD_ECOLI	1.00	target_target
sp|P77243|PRPD_ECOLI-sp|P77243|PRPD_ECOLI	1.00	target_target
sp|P0A6F3|GLPK_ECOLI-sp|P0A6F3|GLPK_ECOLI	1.00	target_target
sp|P0AFG8|ODP1_ECOLI-sp|P0AFG8|ODP1_ECOLI	1.00	target_target
sp|P63284|CLPB_ECOLI-sp|P63284|CLPB_ECOLI	1.00	target_target
sp|P0A9B2|G3P1_ECOLI-sp|P0A9B2|G3P1_ECOLI	1.00	target_target
sp|P31663|PANC_ECOLI-sp|P31663|PANC_ECOLI	1.00	target_target
sp|P07813|SYL_ECOLI-sp|P07813|SYL_ECOLI	1.00	target_target
sp|P07004|PROA_ECOLI-sp|P07004|PROA_ECOLI	1.00	target_target
sp|P69776|LPP_ECOLI-sp|P69776|LPP_ECOLI	1.00	target_target
sp|P0A6V1|GLGC_ECOLI-sp|P0A6V1|GLGC_ECOLI	1.00	target_target
sp|P0ACB2|HEM2_ECOLI-sp|P0ACB2|HEM2_ECOLI	1.00	target_target
sp|P0AG67|RS1_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P0A836|SUCC_ECOLI-sp|P0A836|SUCC_ECOLI	1.00	target_target
sp|P02358|RS6_ECOLI-sp|P02358|RS6_ECOLI	1.00	target_target
sp|P0A8X0|YJGA_ECOLI-sp|P0A8X0|YJGA_ECOLI	1.00	target_target
sp|P0ABH7|CISY_ECOLI-sp|P0ABH7|CISY_ECOLI	1.00	target_target
sp|P00957|SYA_ECOLI-sp|P00957|SYA_ECOLI	1.00	target_target
sp|P0A832|SSRP_ECOLI-sp|P0A832|SSRP_ECOLI	1.00	target_target
sp|P0A786|PYRB_ECOLI-sp|P0A786|PYRB_ECOLI	1.00	target_target
sp|P25526|GABD_ECOLI-sp|P25526|GABD_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0A7L0|RL1_ECOLI	1.00	target_target
sp|P0A8N5|SYK2_ECOLI-sp|P0A8N5|SYK2_ECOLI	1.00	target_target
sp|P00864|CAPP_ECOLI-sp|P00864|CAPP_ECOLI	1.00	target_target
sp|P17846|CYSI_ECOLI-sp|P17846|CYSI_ECOLI	1.00	target_target
sp|P0AG30|RHO_ECOLI-sp|P0AG30|RHO_ECOLI	1.00	target_target
sp|P0A991|ALF1_ECOLI-sp|P0A991|ALF1_ECOLI	1.00	target_target
sp|P77541|PRPB_ECOLI-sp|P77541|PRPB_ECOLI	1.00	target_target
sp|P0A9A6|FTSZ_ECOLI-sp|P0A9A6|FTSZ_ECOLI	1.00	target_target
sp|P0AEU7|SKP_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P60240|RAPA_ECOLI-sp|P60240|RAPA_ECOLI	1.00	target_target
sp|P75949|NAGZ_ECOLI-sp|P75949|NAGZ_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0A6F5|CH60_ECOLI	1.00	target_target
sp|P0ACN4|ALLR_ECOLI-sp|P0ACN4|ALLR_ECOLI	1.00	target_target
sp|P76558|MAO2_ECOLI-sp|P76558|MAO2_ECOLI	1.00	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0A7K2|RL7_ECOLI	1.00	target_target
sp|P0A6H5|HSLU_ECOLI-sp|P0A6H5|HSLU_ECOLI	1.00	target_target
sp|P0A7K6|RL19_ECOLI-sp|P0A7K6|RL19_ECOLI	1.00	target_target
sp|P0AC53|G6PD_ECOLI-sp|P0AC53|G6PD_ECOLI	1.00	target_target
sp|P0A7J3|RL10_ECOLI-sp|P0A7J3|RL10_ECOLI	1.00	target_target
sp|P0A8M3|SYT_ECOLI-sp|P0A8M3|SYT_ECOLI	1.00	target_target
sp|P08839|PT1_ECOLI-sp|P08839|PT1_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0A853|TNAA_ECOLI	1.00	target_target
sp|P36683|ACNB_ECOLI-sp|P36683|ACNB_ECOLI	1.00	target_target
sp|P0A715|KDSA_ECOLI-sp|P0A715|KDSA_ECOLI	1.00	target_target
sp|P0A8F0|UPP_ECOLI-sp|P0A8F0|UPP_ECOLI	1.00	target_target
sp|P0ACX5|FUMD_ECOLI-sp|P0ACX5|FUMD_ECOLI	1.00	target_target
sp|P0CE47|EFTU1_ECOLI-sp|P0CE47|EFTU1_ECOLI,sp|P0CE48|EFTU2_ECOLI	1.00	target_target
sp|P09372|GRPE_ECOLI-sp|P09372|GRPE_ECOLI	1.00	target_target
sp|P21362|YCIF_ECOLI-sp|P21362|YCIF_ECOLI	1.00	target_target
sp|P33643|RLUD_ECOLI-sp|P33643|RLUD_ECOLI	1.00	target_target
sp|P22256|GABT_ECOLI-sp|P22256|GABT_ECOLI	1.00	target_target
sp|P76104|RLHA_ECOLI-sp|P76104|RLHA_ECOLI	1.00	target_target
sp|P0ABT2|DPS_ECOLI-sp|P0ABT2|DPS_ECOLI	1.00	target_target
sp|P0A790|PAND_ECOLI-sp|P0A790|PAND_ECOLI	1.00	target_target
sp|P0ABD5|ACCA_ECOLI-sp|P0ABD5|ACCA_ECOLI	1.00	target_target
sp|P64624|YHEO_ECOLI-sp|P64624|YHEO_ECOLI	1.00	target_target
sp|P06987|HIS7_ECOLI-sp|P06987|HIS7_ECOLI	1.00	target_target
sp|P39829|GARD_ECOLI-sp|P39829|GARD_ECOLI	1.00	target_target
sp|P32132|TYPA_ECOLI-sp|P32132|TYPA_ECOLI	1.00	target_target
sp|P05793|ILVC_ECOLI-sp|P05793|ILVC_ECOLI,rev_sp|P05793|ILVC_ECOLI	1.00	target_target
sp|P0A7L8|RL27_ECOLI-sp|P0A7L8|RL27_ECOLI	1.00	target_target
sp|P0A9L8|P5CR_ECOLI-sp|P0A9L8|P5CR_ECOLI	1.00	target_target
sp|P0A759|NAGB_ECOLI-sp|P0A759|NAGB_ECOLI	1.00	target_target
sp|P0ACF8|HNS_ECOLI-sp|P0ACF8|HNS_ECOLI	1.00	target_target
sp|P0AF18|NAGA_ECOLI-sp|P0AF18|NAGA_ECOLI	1.00	target_target
sp|P42588|PAT_ECOLI-sp|P42588|PAT_ECOLI	1.00	target_target
sp|P0A7G6|RECA_ECOLI-sp|P0A7G6|RECA_ECOLI	1.00	target_target
sp|P0ABH9|CLPA_ECOLI-sp|P0ABH9|CLPA_ECOLI	1.00	target_target
sp|P0AFH8|OSMY_ECOLI-sp|P0AFH8|OSMY_ECOLI	1.00	target_target
sp|P39452|RIR3_ECOLI-sp|P39452|RIR3_ECOLI	1.00	target_target
sp|P0A7R9|RS11_ECOLI-sp|P0A7R9|RS11_ECOLI	1.00	target_target
sp|P0A9C5|GLN1B_ECOLI-sp|P0A9C5|GLN1B_ECOLI	1.00	target_target
sp|P78055|FSAA_ECOLI-sp|P78055|FSAA_ECOLI	1.00	target_target
sp|P24215|UXUA_ECOLI-sp|P24215|UXUA_ECOLI	1.00	target_target
sp|P76621|GLAH_ECOLI-sp|P76621|GLAH_ECOLI	1.00	target_target
sp|P0AB91|AROG_ECOLI-sp|P0AB91|AROG_ECOLI	1.00	target_target
sp|P0A847|TGT_ECOLI-sp|P0A847|TGT_ECOLI	1.00	target_target
sp|P62768|YAEH_ECOLI-sp|P62768|YAEH_ECOLI	1.00	target_target
sp|P77737|OPPF_ECOLI-sp|P77737|OPPF_ECOLI	1.00	target_target
sp|P13445|RPOS_ECOLI-sp|P13445|RPOS_ECOLI	1.00	target_target
sp|P0AAZ4|RARA_ECOLI-sp|P0AAZ4|RARA_ECOLI	1.00	target_target
sp|P77499|SUFC_ECOLI-sp|P77499|SUFC_ECOLI	1.00	target_target
sp|P04406|G3P_HUMAN,sp|P0A9B2|G3P1_ECOLI-sp|P0A9B2|G3P1_ECOLI	1.00	target_target
sp|P76053|SMRA_ECOLI-sp|P76053|SMRA_ECOLI	1.00	target_target
sp|P0A959|ALAA_ECOLI-sp|P0A959|ALAA_ECOLI	1.00	target_target
sp|P21338|RNI_ECOLI-sp|P21338|RNI_ECOLI	1.00	target_target
sp|P0AES0|GSP_ECOLI-sp|P0AES0|GSP_ECOLI	1.00	target_target
sp|P33920|NDPA_ECOLI-sp|P33920|NDPA_ECOLI	1.00	target_target
sp|P06149|DLD_ECOLI-sp|P06149|DLD_ECOLI	1.00	target_target
sp|P10121|FTSY_ECOLI-sp|P10121|FTSY_ECOLI	1.00	target_target
sp|P77455|PAAZ_ECOLI-sp|P77455|PAAZ_ECOLI	1.00	target_target
sp|P69451|LCFA_ECOLI-sp|P69451|LCFA_ECOLI	1.00	target_target
sp|P03018|UVRD_ECOLI-sp|P03018|UVRD_ECOLI	1.00	target_target
sp|P77522|SUFB_ECOLI-sp|P77522|SUFB_ECOLI	1.00	target_target
sp|P52647|NIFJ_ECOLI-sp|P52647|NIFJ_ECOLI	1.00	target_target
sp|P24182|ACCC_ECOLI-sp|P24182|ACCC_ECOLI	1.00	target_target
sp|P0A7T3|RS16_ECOLI-sp|P0A7T3|RS16_ECOLI	1.00	target_target
sp|P0AC38|ASPA_ECOLI-sp|P0AC38|ASPA_ECOLI	1.00	target_target
sp|P31979|NUOF_ECOLI-sp|P31979|NUOF_ECOLI	1.00	target_target
sp|P04391|OTC1_ECOLI,sp|P06960|OTC2_ECOLI-sp|P04391|OTC1_ECOLI,sp|P06960|OTC2_ECOLI	1.00	target_target
sp|P03023|LACI_ECOLI-sp|P03023|LACI_ECOLI	1.00	target_target
sp|P27306|STHA_ECOLI-sp|P27306|STHA_ECOLI	1.00	target_target
sp|P12758|UDP_ECOLI-sp|P12758|UDP_ECOLI	1.00	target_target
sp|P14407|FUMB_ECOLI-sp|P14407|FUMB_ECOLI,sp|P0AC33|FUMA_ECOLI	1.00	target_target
sp|P21367|YCAC_ECOLI-sp|P21367|YCAC_ECOLI	1.00	target_target
sp|P0CE47|EFTU1_ECOLI,sp|P0CE48|EFTU2_ECOLI-sp|P0CE48|EFTU2_ECOLI	1.00	target_target
sp|P76177|YDGH_ECOLI-sp|P76177|YDGH_ECOLI	1.00	target_target
sp|P0AAB6|GALF_ECOLI-sp|P0AAB6|GALF_ECOLI	1.00	target_target
sp|P0A910|OMPA_ECOLI-sp|P0A910|OMPA_ECOLI	1.00	target_target
sp|P55135|RLMD_ECOLI-sp|P55135|RLMD_ECOLI	1.00	target_target
sp|P00895|TRPE_ECOLI-sp|P00895|TRPE_ECOLI	1.00	target_target
sp|P25519|HFLX_ECOLI-sp|P25519|HFLX_ECOLI	1.00	target_target
sp|P32176|FDOG_ECOLI-sp|P32176|FDOG_ECOLI	1.00	target_target
sp|P0A7M6|RL29_ECOLI-sp|P0A7M6|RL29_ECOLI	1.00	target_target
sp|P39366|SGCX_ECOLI-sp|P39366|SGCX_ECOLI	1.00	target_target
sp|P21151|FADA_ECOLI-sp|P21151|FADA_ECOLI	1.00	target_target
sp|P0ACG8|HSLR_ECOLI-sp|P0ACG8|HSLR_ECOLI	1.00	target_target
sp|P0AGB6|RPOE_ECOLI-sp|P0AGB6|RPOE_ECOLI	1.00	target_target
sp|Q46915|GUDX_ECOLI-sp|Q46915|GUDX_ECOLI	1.00	target_target
sp|P0A836|SUCC_ECOLI-sp|P0AGE9|SUCD_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0A7G2|RBFA_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0A8V2|RPOB_ECOLI	1.00	target_target
sp|P0A705|IF2_ECOLI-sp|P0A7V3|RS3_ECOLI	1.00	target_target
sp|P0AA89|DOSC_ECOLI-sp|P0AA89|DOSC_ECOLI	1.00	target_target
sp|P0ADT2|YGIB_ECOLI-sp|P0ADT2|YGIB_ECOLI	1.00	target_target
sp|P0A9L3|FKBB_ECOLI-sp|P0A9L3|FKBB_ECOLI	1.00	target_target
sp|P0ACP5|GNTR_ECOLI-sp|P0ACP5|GNTR_ECOLI	1.00	target_target
sp|P06720|AGAL_ECOLI-sp|P06720|AGAL_ECOLI	1.00	target_target
sp|P60560|GUAC_ECOLI-sp|P60560|GUAC_ECOLI	1.00	target_target
sp|P0AG24|SPOT_ECOLI-sp|P0AG24|SPOT_ECOLI	1.00	target_target
sp|P0AAB4|UBID_ECOLI-sp|P0AAB4|UBID_ECOLI	1.00	target_target
sp|P24202|MRR_ECOLI-sp|P24202|MRR_ECOLI	1.00	target_target
sp|P17109|MEND_ECOLI-sp|P17109|MEND_ECOLI	1.00	target_target
sp|P46118|HEXR_ECOLI-sp|P46118|HEXR_ECOLI	1.00	target_target
sp|P07604|TYRR_ECOLI-sp|P07604|TYRR_ECOLI	1.00	target_target
sp|P08957|T1MK_ECOLI-sp|P08957|T1MK_ECOLI	1.00	target_target
sp|P0CF66|INSE1_ECOLI,sp|P0CF67|INSE2_ECOLI,sp|P0CF68|INSE3_ECOLI,sp|P0CF69|INSE4_ECOLI,sp|P0CF70|INSE5_ECOLI-sp|P0CF66|INSE1_ECOLI,sp|P0CF67|INSE2_ECOLI,sp|P0CF68|INSE3_ECOLI,sp|P0CF69|INSE4_ECOLI,sp|P0CF70|INSE5_ECOLI	1.00	target_target
sp|P0AA39|RLUC_ECOLI-sp|P0AA39|RLUC_ECOLI	1.00	target_target
sp|P07024|USHA_ECOLI-sp|P07024|USHA_ECOLI	1.00	target_target
sp|P30015|LHR_ECOLI-sp|P30015|LHR_ECOLI	1.00	target_target
sp|P0A877|TRPA_ECOLI-sp|P0A877|TRPA_ECOLI	1.00	target_target
sp|P04036|DAPB_ECOLI-sp|P04036|DAPB_ECOLI	1.00	target_target
sp|P27298|OPDA_ECOLI-sp|P27298|OPDA_ECOLI	1.00	target_target
sp|P15977|MALQ_ECOLI-sp|P15977|MALQ_ECOLI	1.00	target_target
sp|P02413|RL15_ECOLI-sp|P02413|RL15_ECOLI	1.00	target_target
sp|P0A9G8|MODE_ECOLI-sp|P0A9G8|MODE_ECOLI	1.00	target_target
sp|P19934|TOLA_ECOLI-sp|P19934|TOLA_ECOLI	1.00	target_target
sp|P0A8R9|HDFR_ECOLI-sp|P0A8R9|HDFR_ECOLI	1.00	target_target
sp|P60716|LIPA_ECOLI-sp|P60716|LIPA_ECOLI	1.00	target_target
sp|P21189|DPO2_ECOLI-sp|P21189|DPO2_ECOLI	1.00	target_target
sp|P60293|MUKF_ECOLI-sp|P60293|MUKF_ECOLI	1.00	target_target
sp|P0A698|UVRA_ECOLI-sp|P0A698|UVRA_ECOLI	1.00	target_target
sp|P19636|EUTC_ECOLI-sp|P19636|EUTC_ECOLI	1.00	target_target
sp|P76418|YEGU_ECOLI-sp|P76418|YEGU_ECOLI	1.00	target_target
sp|P0A7G2|RBFA_ECOLI-sp|P0A7G2|RBFA_ECOLI	1.00	target_target
sp|P0A6T5|GCH1_ECOLI-sp|P0A6T5|GCH1_ECOLI	1.00	target_target
sp|P0A6P7|ENGB_ECOLI-sp|P0A6P7|ENGB_ECOLI	1.00	target_target
sp|P24186|FOLD_ECOLI-sp|P24186|FOLD_ECOLI	1.00	target_target
sp|P09546|PUTA_ECOLI-sp|P09546|PUTA_ECOLI	1.00	target_target
sp|P60438|RL3_ECOLI-sp|P60438|RL3_ECOLI	1.00	target_target
sp|P14175|PROV_ECOLI-sp|P14175|PROV_ECOLI	1.00	target_target
sp|P43329|HRPA_ECOLI-sp|P43329|HRPA_ECOLI	1.00	target_target
sp|P69913|CSRA_ECOLI-sp|P69913|CSRA_ECOLI	1.00	target_target
sp|P31120|GLMM_ECOLI-sp|P31120|GLMM_ECOLI	1.00	target_target
sp|P23845|CYSN_ECOLI-sp|P23845|CYSN_ECOLI	1.00	target_target
sp|P30850|RNB_ECOLI-sp|P30850|RNB_ECOLI	1.00	target_target
sp|P0AGD7|SRP54_ECOLI-sp|P0AGD7|SRP54_ECOLI	1.00	target_target
sp|P0A7R5|RS10_ECOLI-sp|P0A7R5|RS10_ECOLI	1.00	target_target
sp|P29745|PEPT_ECOLI-sp|P29745|PEPT_ECOLI	1.00	target_target
sp|P39356|YJHU_ECOLI-sp|P39356|YJHU_ECOLI	1.00	target_target
sp|P0AEH3|ELAA_ECOLI-sp|P0AEH3|ELAA_ECOLI	1.00	target_target
sp|P0A8M0|SYN_ECOLI-sp|P0A8M0|SYN_ECOLI	1.00	target_target
sp|P0AEZ9|MOAB_ECOLI-sp|P0AEZ9|MOAB_ECOLI	1.00	target_target
sp|P0A6Z1|HSCA_ECOLI-sp|P0A6Z1|HSCA_ECOLI	1.00	target_target
sp|P0AC86|PHSG_ECOLI-sp|P0AC86|PHSG_ECOLI	1.00	target_target
sp|P36938|PGM_ECOLI-sp|P36938|PGM_ECOLI	1.00	target_target
sp|P08201|NIRB_ECOLI-sp|P08201|NIRB_ECOLI	1.00	target_target
sp|P0AC33|FUMA_ECOLI-sp|P0AC33|FUMA_ECOLI	1.00	target_target
sp|P0ADY7|RL16_ECOLI-sp|P0ADY7|RL16_ECOLI	1.00	target_target
sp|P05793|ILVC_ECOLI-sp|P05793|ILVC_ECOLI	1.00	target_target
sp|P0ABQ2|GARR_ECOLI-sp|P0ABQ2|GARR_ECOLI	1.00	target_target
sp|P0ABB4|ATPB_ECOLI-sp|P0ABB4|ATPB_ECOLI	1.00	target_target
sp|P33599|NUOCD_ECOLI-sp|P33599|NUOCD_ECOLI	1.00	target_target
sp|P22523|MUKB_ECOLI-sp|P22523|MUKB_ECOLI	1.00	target_target
sp|P0A6D0|ARGR_ECOLI-sp|P0A6D0|ARGR_ECOLI	1.00	target_target
sp|P0A7F3|PYRI_ECOLI-sp|P0A7F3|PYRI_ECOLI	1.00	target_target
sp|P0AES4|GYRA_ECOLI-sp|P0AES4|GYRA_ECOLI	1.00	target_target
sp|P25522|MNME_ECOLI-sp|P25522|MNME_ECOLI	1.00	target_target
sp|P00956|SYI_ECOLI-sp|P00956|SYI_ECOLI	1.00	target_target
sp|P15639|PUR9_ECOLI-sp|P15639|PUR9_ECOLI	1.00	target_target
sp|P0C8J6|GATY_ECOLI-sp|P0C8J6|GATY_ECOLI	1.00	target_target
sp|P0A8N3|SYK1_ECOLI-sp|P0A8N3|SYK1_ECOLI	1.00	target_target
sp|P0ABB0|ATPA_ECOLI-sp|P0ABB0|ATPA_ECOLI	1.00	target_target
sp|P45544|FRLR_ECOLI-sp|P45544|FRLR_ECOLI	1.00	target_target
sp|P60906|SYH_ECOLI-sp|P60906|SYH_ECOLI	1.00	target_target
sp|P0ABQ0|COABC_ECOLI-sp|P0ABQ0|COABC_ECOLI	1.00	target_target
sp|P23909|MUTS_ECOLI-sp|P23909|MUTS_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A6X7|IHFA_ECOLI	1.00	target_target
sp|P0CE47|EFTU1_ECOLI,sp|P0CE48|EFTU2_ECOLI-sp|P0CE47|EFTU1_ECOLI,sp|P0CE48|EFTU2_ECOLI	1.00	target_target
sp|P33136|OPGG_ECOLI-sp|P33136|OPGG_ECOLI	1.00	target_target
sp|P0ADY1|PPID_ECOLI-sp|P0ADY1|PPID_ECOLI	1.00	target_target
sp|P0A6F9|CH10_ECOLI-sp|P0A6F9|CH10_ECOLI	1.00	target_target
sp|P37095|PEPB_ECOLI-sp|P37095|PEPB_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0A7N9|RL33_ECOLI	1.00	target_target
sp|P0AFG3|ODO1_ECOLI-sp|P0AFG3|ODO1_ECOLI	1.00	target_target
sp|P69797|PTNAB_ECOLI-sp|P69797|PTNAB_ECOLI	1.00	target_target
sp|P45523|FKBA_ECOLI-sp|P45523|FKBA_ECOLI	1.00	target_target
sp|P77689|SUFD_ECOLI-sp|P77689|SUFD_ECOLI	1.00	target_target
sp|P0A879|TRPB_ECOLI-sp|P0A879|TRPB_ECOLI	1.00	target_target
sp|P0ACB0|DNAB_ECOLI-sp|P0ACB0|DNAB_ECOLI	1.00	target_target
sp|P25524|CODA_ECOLI-sp|P25524|CODA_ECOLI	1.00	target_target
sp|P68767|AMPA_ECOLI-sp|P68767|AMPA_ECOLI	1.00	target_target
sp|P09980|REP_ECOLI-sp|P09980|REP_ECOLI	1.00	target_target
sp|P23883|PUUC_ECOLI-sp|P23883|PUUC_ECOLI	1.00	target_target
sp|P0AES2|GUDD_ECOLI-sp|P0AES2|GUDD_ECOLI	1.00	target_target
sp|P0ABA6|ATPG_ECOLI-sp|P0ABA6|ATPG_ECOLI	1.00	target_target
sp|P39099|DEGQ_ECOLI-sp|P39099|DEGQ_ECOLI	1.00	target_target
sp|P0A6E4|ASSY_ECOLI-sp|P0A6E4|ASSY_ECOLI	1.00	target_target
sp|P23522|GARL_ECOLI-sp|P23522|GARL_ECOLI	1.00	target_target
sp|P0AE06|ACRA_ECOLI-sp|P0AE06|ACRA_ECOLI	1.00	target_target
sp|P0A7X3|RS9_ECOLI-sp|P0A7X3|RS9_ECOLI	1.00	target_target
sp|P05791|ILVD_ECOLI-sp|P05791|ILVD_ECOLI	1.00	target_target
sp|P23843|OPPA_ECOLI-sp|P23843|OPPA_ECOLI	1.00	target_target
sp|P0C0U4|RIMK_ECOLI-sp|P0C0U4|RIMK_ECOLI	1.00	target_target
sp|P0AFM4|PSIF_ECOLI-sp|P0AFM4|PSIF_ECOLI	1.00	target_target
sp|P0AFL6|PPX_ECOLI-sp|P0AFL6|PPX_ECOLI	1.00	target_target
sp|P30958|MFD_ECOLI-sp|P30958|MFD_ECOLI	1.00	target_target
sp|P33363|BGLX_ECOLI-sp|P33363|BGLX_ECOLI	1.00	target_target
sp|P21507|SRMB_ECOLI-sp|P21507|SRMB_ECOLI	1.00	target_target
sp|P0ACC7|GLMU_ECOLI-sp|P0ACC7|GLMU_ECOLI	1.00	target_target
sp|P0AG07|RPE_ECOLI-sp|P0AG07|RPE_ECOLI	1.00	target_target
sp|P23538|PPSA_ECOLI-sp|P23538|PPSA_ECOLI	1.00	target_target
sp|P77718|THII_ECOLI-sp|P77718|THII_ECOLI	1.00	target_target
sp|P76116|YNCE_ECOLI-sp|P76116|YNCE_ECOLI	1.00	target_target
sp|P69908|DCEA_ECOLI-sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0A6U3|MNMG_ECOLI-sp|P0A6U3|MNMG_ECOLI	1.00	target_target
sp|P60340|TRUB_ECOLI-sp|P60340|TRUB_ECOLI	1.00	target_target
sp|P0A9Q5|ACCD_ECOLI-sp|P0A9Q5|ACCD_ECOLI	1.00	target_target
sp|P0AFB8|NTRC_ECOLI-sp|P0AFB8|NTRC_ECOLI	1.00	target_target
sp|Q46829|BGLA_ECOLI-sp|Q46829|BGLA_ECOLI	1.00	target_target
sp|P0ACJ0|LRP_ECOLI-sp|P0ACJ0|LRP_ECOLI	1.00	target_target
sp|P23839|YICC_ECOLI-sp|P23839|YICC_ECOLI	1.00	target_target
sp|P0AFG0|NUSG_ECOLI-sp|P0AFG0|NUSG_ECOLI	1.00	target_target
sp|P09151|LEU1_ECOLI-sp|P09151|LEU1_ECOLI	1.00	target_target
sp|P0A9F3|CYSB_ECOLI-sp|P0A9F3|CYSB_ECOLI	1.00	target_target
sp|P27250|AHR_ECOLI-sp|P27250|AHR_ECOLI	1.00	target_target
sp|P60785|LEPA_ECOLI-sp|P60785|LEPA_ECOLI	1.00	target_target
sp|P00509|AAT_ECOLI-sp|P00509|AAT_ECOLI	1.00	target_target
sp|P0A6L4|NANA_ECOLI-sp|P0A6L4|NANA_ECOLI	1.00	target_target
sp|P0A6T1|G6PI_ECOLI-sp|P0A6T1|G6PI_ECOLI	1.00	target_target
sp|P05719|T1SK_ECOLI-sp|P05719|T1SK_ECOLI	1.00	target_target
sp|P15042|DNLJ_ECOLI-sp|P15042|DNLJ_ECOLI	1.00	target_target
sp|P0A717|KPRS_ECOLI-sp|P0A717|KPRS_ECOLI	1.00	target_target
sp|P76550|YFFS_ECOLI-sp|P76550|YFFS_ECOLI	1.00	target_target
sp|P0ABF1|PCNB_ECOLI-sp|P0ABF1|PCNB_ECOLI	1.00	target_target
sp|P04968|ILVA_ECOLI-sp|P04968|ILVA_ECOLI	1.00	target_target
sp|P0ADQ7|YGAM_ECOLI-sp|P0ADQ7|YGAM_ECOLI	1.00	target_target
sp|P28903|NRDD_ECOLI-sp|P28903|NRDD_ECOLI	1.00	target_target
sp|P21156|CYSD_ECOLI-sp|P21156|CYSD_ECOLI	1.00	target_target
sp|P07118|SYV_ECOLI-sp|P23878|FEPC_ECOLI	1.00	target_target
rev_sp|O00341|EAA5_HUMAN-sp|P38038|CYSJ_ECOLI	1.00	target_decoy
sp|P23367|MUTL_ECOLI-sp|P68191|SRA_ECOLI	1.00	target_target
sp|P08312|SYFA_ECOLI-sp|P0CE47|EFTU1_ECOLI,sp|P0CE48|EFTU2_ECOLI	1.00	target_target
sp|P07024|USHA_ECOLI-sp|P31663|PANC_ECOLI	1.00	target_target
sp|P60624|RL24_ECOLI-sp|P60723|RL4_ECOLI	1.00	target_target
sp|Q9BXR5|TLR10_HUMAN-sp|Q9BXR5|TLR10_HUMAN	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0ADZ4|RS15_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P0AF36|ZAPB_ECOLI	1.00	target_target
sp|P0A7W7|RS8_ECOLI-sp|P0A7W7|RS8_ECOLI	1.00	target_target
sp|P0AA10|RL13_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0ADZ4|RS15_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A7L0|RL1_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P23830|PSS_ECOLI	1.00	target_target
sp|P0A7V3|RS3_ECOLI-sp|P32519|ELF1_HUMAN	1.00	target_target
sp|P0A8F0|UPP_ECOLI-sp|P0ACJ0|LRP_ECOLI	1.00	target_target
sp|O95971|BY55_HUMAN-sp|P0A9K3|PHOL_ECOLI	1.00	target_target
sp|P00968|CARB_ECOLI-sp|P45577|PROQ_ECOLI	1.00	target_target
sp|P0AD33|YFCZ_ECOLI-sp|P68066|GRCA_ECOLI	1.00	target_target
sp|P0AG59|RS14_ECOLI-sp|P21338|RNI_ECOLI	1.00	target_target
sp|P22523|MUKB_ECOLI-sp|P24186|FOLD_ECOLI	1.00	target_target
